,artist,title,stream_count
14991,surferosa,shanghai my heart,566842
14992,the beta band,heroes to zeros,1635406
14995,ghostface,the pretty toney album,3978064
14998,vast aire,look mom... no hands,1208416
15000,dj zeph,sunset scavenger,72219
15001,melt-banana,scratch or stitch,313448
15002,jolie holland,escondida,9154833
15004,josh roseman,treats for the nightwalker,22328
15005,animal collective,sung tongs,11779281
15007,rockfour,nationwide,0
15008,various artists,"kill bill, vol. 2",56880881
15009,loretta lynn,van lear rose,3582509
15010,french kicks,the trial of the century,2156905
15011,deathprod,morals and dogma,70533
15012,azita,life on the fly,2875
15015,friends of dean martinez,random harvest,77496
15016,foreign legion,playtight,0
15017,prince,musicology,3657133
15018,patrick wolf,lycanthropy,1238056
15019,p.g. six,the well of memory,46961
15020,ratatat,ratatat,123802758
15022,the real tuesday weld,"i, lucifer",1015799
15023,the locust,the locust ep,11936
15024,boards of canada,music has the right to children,43568765
15025,john chantler,monoke,0
15026,superpitcher,here comes love,571584
15029,fembots,small town murder scene,21754
15030,eagles of death metal,peace love death metal,59880468
15031,seachange,lay of the land,56770
15032,lali puna,faking the books,2403592
15033,noxagt,the iron point,31420
15034,craig taborn,junk magic,284290
15035,les savy fav,inches,1977924
15036,shuggie otis,here comes shuggie otis,2925854
15039,onelinedrawing,the volunteers,187232
15043,dj signify,sleep no more,136246
15047,old time relijun,lost light,73994
15050,abstrackt keal agram,bad thriller,15485
15051,vetiver,vetiver,6607685
15052,simple minds,reel to real cacophony,1324276
15054,beastie boys,licensed to ill,247818366
15055,bing ji ling,doodle loot doodle a doo,4941
15059,mary lou lord,baby blue,88403
15063,adem,homesongs,3468715
15066,roy ayers,virgin ubiquity: unreleased recordings 1976-1981,471350
15068,blonde redhead,misery is a butterfly,11739068
15069,hu vibrational,beautiful: boonghee music 2,7311
15070,caetano veloso,a foreign sound,3191478
15072,ahleuchatistas,on the culture industry,44473
15074,weird war,"if you can't beat 'em, bite 'em",36345
15076,of montreal,satanic panic in the attic,7228391
15077,ben kweller,on my way,1836675
15080,amps for christ,the people at large,3194
15081,tortoise,it's all around you,2060411
15083,tom zacharias,belinda,569916
15084,venetian snares,the chocolate wheelchair album,292157
15085,freakwater,old paint,124156
15086,blockhead,music by cavelight,29647053
15088,various artists,eternal sunshine of the spotless mind,342647987
15089,young gunz,tough luv,7165351
15090,modest mouse,good news for people who love bad news,320097413
15091,nellie mckay,get away from me,2782755
15092,the one am radio,a name writ in water,216937
15095,john cale,hobosapiens,210897
15096,the delgados,domestiques,164979
15097,shannon wright,over the sun,123307
15098,david byrne,grown backwards,2250628
15100,snow patrol,final straw,110902655
15101,fennesz,venice,2085561
15102,vcr,vcr ep,13033
15103,cex,maryland mansions,29663
15104,blanche,if we can't trust the doctors,105842
15107,james brown,live at the apollo [expanded edition],1669378
15108,goodie mob,dirty south classics,14853308
15110,trapist,ballroom,0
15113,grant lee buffalo,storm hymnal: gems from the vault of grant lee buffalo,9465547
15115,kinky,atlas,4248842
15116,sluta leta,semi peterson,0
15117,iron & wine,our endless numbered days,206187390
15118,ill lit,i need you,4752
15119,desert sessions,desert sessions 9 & 10,12793815
15123,madvillain,madvillainy,141066907
15125,skyphone,fabula,56332
15126,piano magic,the troubled sleep of piano magic,154124
15128,the bad plus,give,1580054
15129,the hold steady,almost killed me,2712026
15130,laika,wherever i am i am what is missing,259110
15131,lucero,that much further west,3257318
15132,westside connection,terrorist threats,59247739
15134,"the black heart procession, solbakken",in the fishtank 11,93465
15136,ativin,night mute,18332
15141,eyedea & abilities,e&a,6093177
15147,abstrackt keal agram,cluster ville,13593
15148,ian matthews,valley-hi,1321780
15150,sufjan stevens,seven swans,103079459
15151,devendra banhart,rejoicing in the hands,9285857
15153,murs,murs 3:16 - the 9th edition,1898419
15156,destroyer,your blues,4914824
15157,elizabeth anka vajagic,stand with the stillness of this day,30032
15158,knifehandchop,rockstopper,58986
15159,madrugada,grit,14129189
15160,ornette coleman,ornette!,8219062
15162,laura veirs,carbon glacier,1583859
15163,antena,camino del sol,2967367
15165,scissor sisters,scissor sisters,78296528
15166,cocorosie,la maison de mon reve,11349167
15168,candi staton,candi staton,34901516
15169,regina spektor,soviet kitsch,47743719
15171,deerhoof,milk man,1012667
15172,mindflayer,it's always 1999,62874
15173,willard grant conspiracy,regard the end,431884
15175,telefon tel aviv,map of what is effortless,1069767
15176,franz ferdinand,franz ferdinand,395238663
15181,tv on the radio,"desperate youth, blood thirsty babes",9859770
15182,the decemberists,the tain ep,173537
15183,kill me tomorrow,the garbageman and the prostitute,3521
15184,vaz,dying to meet you,4597
15186,the von bondies,pawn shoppe heart,16380559
15188,trans am,liberation,92097
15189,norfolk & western,dusk in cold parlours,41249
15190,kevin blechdom,bitches without britches,30535
15191,beauty pill,the unsustainable lifestyle,163239
15195,martina topley-bird,quixotic,2608776
15196,preston school of industry,monsoon,158219
15198,squarepusher,ultravisitor,2946623
15200,the coral,magic & medicine,12722105
15201,papa m,hole of burning alms,39397
15202,biz markie,weekend warrior,883376
15203,sondre lerche,two way monologue,3709824
15205,the microphones,live in japan,351335
15206,greg davis,curling pond woods,20236
15212,"volcano, i'm still excited!!","volcano, i'm still excited!!",270080
15213,liars,they were wrong so we drowned,463139
15215,manic street preachers,lipstick traces: a secret history of manic street preachers,2843238
15216,rob mazurek,sweet and vicious like frankenstein,0
15217,chromeo,she's in control,11862294
15218,mountaineers,messy century,69947
15220,the autumn defense,circles,104863
15221,kanye west,the college dropout,616374723
15225,the dresden dolls,dresden dolls,14092205
15226,the cansecos,the cansecos,5535
15228,tape,milieu,161121
15229,isan,meet next life,589684
15230,20 miles,life doesn't rhyme,15039
15232,paul burch,fool for love,44861
15233,broken social scene,feel good lost,7051082
15234,xiu xiu,fabulous muscles,3439475
15235,arthur russell,calling out of context,13010651
15236,bravehearts,bravehearted,676435
15238,"ekkehard ehlers, joseph suchy, franz hautzinger",soundchambers,1658
15239,the elected,me first,353724
15242,probot,probot,4269358
15244,challenger,give people what they want in lethal doses,83087
15249,ogurusu norihide,modern,6593
15250,espers,espers,146916
15251,dead raven choir,"wine, women and wolves",0
15253,stars like fleas,sun lights down on the fence,1372
15254,harry nilsson,nilsson schmilsson,77442957
15255,courtney love,america's sweetheart,4903399
15260,evergreen,evergreen,1504263
15261,twista,kamikaze,121705347
15264,matthew sweet,kimi ga suki,151186
15266,yes,the yes album,21459934
15267,my favorite,the happiest days of our lives,27244
15268,all night radio,spirit stereo frequency,69350
15270,current 93,thunder perfect mind,916434
15272,paul westerberg,come feel me tremble,405959
15273,the walkmen,bows and arrows,20746981
15275,sami koivikko,salmiakki,13654
15276,doves,lost sides,3738808
15279,ween,all request live,1728979
15280,zoot woman,zoot woman,2893112
15281,the mountain goats,we shall all be healed,5022389
15282,the frames,set list,1718302
15283,mice parade,obrigado saudade,286947
15284,the high llamas,beet maize & corn,13144
15285,an albatross,we are the lazer viking,191183
15290,raekwon,the lex diamond story,717542
15293,nathan michel,dear bicycle,0
15294,sloan,action pact,1304088
15296,mekons,punk rock,73268
15297,eleventh dream day,prairie school freakout,28405
15298,unkle,never never land,5775132
15299,ghost,hypnotic underworld,24753
15300,daft punk,daft club,28822344
15301,28th day,the complete recordings,3503
15302,phantom planet,phantom planet,77396870
15303,poster children,no more songs about sleep and fire,26584
15304,adventure time,dreams of water themes,210728
15305,jack nitzsche,three piece suite,168316
15306,hella,the devil isn't red,321446
15307,erik friedlander,maldoror,10639
15308,ooioo,kila kila kila,31382
15310,air,talkie walkie,74151168
15313,dani siciliano,likes...,152341
15318,statistics,leave your name,152154
15319,june panic,hope you fail better,1959
15322,"bobby conn, the glass gypsies",the homeland,51585
15323,head of femur,ringodom or proctor,3366
15325,camera obscura,underachievers please try harder,5280340
15326,movietone,the sand and the stars,82350
15327,john vanderslice,cellar door,302427
15331,jason molina,pyramid electric co.,590166
15333,sunroof!,cloudz,0
15334,her space holiday,the young machines,2457981
15335,oneida,secret wars,62823
15336,stephin merritt,pieces of april,5522893
15337,millennium,pieces,6861
15338,stereolab,margerine eclipse,2689112
15339,martin rev,to live,21206
15340,bluegrazer,the bluegrazer album,0
15343,isobel campbell,amorino,87572
15344,philip jeck,7,35251
15346,califone,heron king blues,112298
15348,the pearlfishers,sky meadows,42451
15350,oranger,shutdown the sun,24986
15352,schlammpeitziger,everything without all inclusive,0
15354,various artists,"spire: organ works past, present & future",89754
15355,the capitol years,pussyfootin',0
15357,chicken lips,dj kicks,22699
15358,elbow,cast of thousands,6247685
15359,pedal steel transmission,the angel of the squared circle,1137
15360,mileece,formations,44573
15361,apparat,duplex,2475237
15363,thuja,all strange beasts of the past,34907
15366,jim guthrie,"now, more than ever",709706
15368,mark lanegan,here comes that weird chill,1166641
15369,brassy,gettin' wise,32506
15370,bruce springsteen,the essential bruce springsteen,1124539178
15372,colleen,everyone alive wants answers,1028026
15373,the distillers,coral fang,38406133
15374,dirty projectors,the glad fact,1067080
15375,kelis,tasty,196417512
15376,spokane,measurement,41620
15378,b. fleischmann,welcome tourist,275275
15380,ben lee,"hey you, yes you",321988
15381,egg,don't postpone joy,19328
15383,television,marquee moon,41448156
15384,coldplay,live 2003,31204489
15385,okkervil river,down the river of golden dreams,1399984
15387,various artists,convexed,2023518
15390,elephant man,good 2 go,6827461
15393,national eye,the meter glows,0
15394,various artists,mutant disco,4126833
15398,diverse,one a.m.,209354
15401,req,car paint scheme,1017
15403,missy elliott,this is not a test,38751466
15405,the dirtbombs,dangerous magical noise,307889
15406,shat,the cunt chronicles,176716
15408,beth orton,pass in time: the definitive collection,12348435
15412,viva voce,"lovers, lead the way!",361296
15413,flim,holiday diary,11669
15415,david dondero,the transient,296132
15416,explosions in the sky,the earth is not a cold dead place,69482368
15418,firewater,songs we should have written,173181
15419,scout niblett,i am,252160
15420,listener,whispermoon,620426
15421,rufus wainwright,want one,11312215
15423,the bevis frond,new river head,103703
15425,the frames,the roads outgrown,692232
15426,starsailor,silence is easy,13433480
15427,the beatles,let it be... naked,12007452
15428,sun kil moon,ghosts of the great highway,5124493
15430,jason collett,motor motel love songs,183601
15434,the kills,black rooster ep,2189773
15435,six organs of admittance,compathia,165362
15438,soul-junk,1958,1148
15439,luke vibert,yoseph,1024629
15442,parsley sound,parsley sounds,1267886
15443,babbletron,mechanical royalty,764794
15444,plaid,spokes,505568
15445,23 skidoo,the culling is coming,26348
15446,alias,muted,174590
15449,the raveonettes,chain gang of love,2126669
15451,lfo,sheath,962943
15452,nervous cop,nervous cop,66157
15454,the unicorns,who will cut our hair when we're gone?,11772983
15455,the handsome family,singing bones,44786384
15456,lovely midget,north head,0
15457,caustic resin,keep on truckin',13031
15459,daedelus,rethinking the weather,108794
15460,elvis costello,north,692025
15462,ellen allien,berlinette,1210793
15463,soul position,"8,000,000 stories",841016
15465,winfred e. eye,the dirt tier,0
15466,jean grae,the bootleg of the bootleg ep,1114271
15467,ryan adams,rock n roll,5620390
15471,client,client,755307
15473,jonny greenwood,bodysong,906288
15474,the usa is a monster,tasheyana compost,9184
15477,wheat,per second per second per second... every second,331380
15478,crescent,by the roads and the fields,34847
15480,matthew dear,leave luck to heaven,257360
15482,rafael toral,electric babyland/lullabies,0
15483,party of one,caught the blast,50201
15484,rza,birth of a prince,8818801
15485,reggie and the full effect,under the tray,1968519
15486,mojave 3,spoon & rafter,2245817
15487,iggy pop,skull ring,3594161
15488,child's view,funfair,4550
15489,obie trice,cheers,52535605
15491,mood elevator,married alive,0
15492,the stills,logic will break your heart,4142298
15493,azure ray,hold on love,1412006
15494,andrew bird,weather systems,3624565
15496,jet,get born,309498872
15497,hieroglyphics,full circle,15602937
15499,denali,the instinct,343043
15502,peaches,fatherfucker,5385669
15503,pluramon,dreams top rock,30426
15504,midwest product,world series of love,127199
15506,r.e.m.,in time: the best of r.e.m. 1988-2003,726242874
15508,brand new,deja entendu,144615291
15509,lyrics born,later that day,7039229
15510,cobra verde,easy listening,16633
15512,mando diao,bring 'em in,12851650
15514,cul de sac,the strangler's wife,17055
15515,the strokes,room on fire,349288316
15516,gentleman reg,make me pretty,12399
15517,portastatic,autumn was a lark,44032
15518,twine,twine,159211
15520,rachel's,systems/layers,4794081
15521,atmosphere,seven's travels,27405562
15523,kid koala,some of my best friends are djs,7442112
15524,bexar bexar,haralambos,204972
15525,vue,down for whatever,0
15527,aesop rock,bazooka tooth,3526625
15528,knife in the water,plays one sound and others,26909
15529,kenna,new sacred cow,1086392
15530,basement jaxx,kish kash,7505598
15531,menomena,i am the fun blame monster,1709130
15532,travis,12 memories,17748146
15534,brendan benson,one mississippi,1114968
15535,various artists,e*a*d*g*b*e,0
15536,the shins,chutes too narrow,53908893
15541,various artists,"kill bill, vol. 1",170247289
15544,the austerity program,terra nova ep,7122
15546,starflyer 59,old,136325
15548,do make say think,winter hymn country hymn secret hymn,2304598
15549,the byrds,sweetheart of the rodeo [legacy edition],20820056
15550,ken ikeda,merge,0
15551,william elliott whitmore,hymns for the hopeless,165329
15553,miles davis,the complete jack johnson sessions,1832380
15554,the national,sad songs for dirty lovers,16435492
15555,various artists,saddle creek 50,13569480
15556,u.s. maple,purple on time.,18135
15557,the bug,pressure,168169
15558,matmos,the civil war,1434848
15560,ice cube,greatest hits,464317069
15563,stellastarr*,stellastarr,2425176
15567,the fire theft,fire theft,1925631
15569,the darkness,permission to land,137195336
15570,anders ilar,everdom,43927
15571,superchunk,cup of sand,683840
15572,josh rouse,1972,12831362
15573,the books,the lemon of pink,6669921
15575,the ladybug transistor,ladybug transistor,262067
15577,blue cheer,vincebus eruptum,3089173
15578,death cab for cutie,transatlanticism,139966078
15580,gillian welch,soul journey,23242846
15581,polmo polpo,like hearts swelling,70382
15582,erykah badu,worldwide underground,31263793
15584,minor threat,first demo tape,2874225
15585,wovenhand,blush music,1354777
15587,year of the rabbit,year of the rabbit,530513
15589,reverend charlie jackson,god's got it: the legendary booker and jackson singles,16482
15592,young people,war prayers,40738
15593,british sea power,the decline of british sea power,2659632
15594,n.w.a.,straight outta compton,482424902
15596,the fiery furnaces,gallowsbird's bark,517958
15599,pierre crube,immediate false relief,0
15601,north of america,"brothers, sisters",32861
15602,bottom of the hudson,the omaha record,1788
15603,neil young,on the beach,27724484
15604,consonant,love and affliction,0
15605,lodeck,dream dentistry,24974
15606,the wrens,the meadowlands,2983579
15608,apollo sunshine,katonah,59990
15609,asmus tietchens,biotop,34208
15610,erase errata,at crystal palace,93898
15611,casiotone for the painfully alone,twinkle echo,439259
15612,bola,soup,342274
15614,emperor,scattered ashes: a decade of emperial wrath,3862141
15615,metric,"old world underground, where are you now",14963388
15616,the rosebuds,make out,1134794
15619,spiritualized,amazing grace,3891083
15620,need new body,ufo,79430
15621,buck 65,talkin' honky blues,1447732
15622,frank black & the catholics,show me your tears,592664
15623,town and country,5,0
15624,george,the magic lantern,8162
15625,outkast,speakerboxxx/the love below,798150903
15629,beulah,yoko,625318
15632,the deadly snakes,ode to joy,701479
15634,mates of state,team boo,982714
15635,phantom tollbooth,beard of lightning,5338
15638,sam roberts,we were born in a flame,8801930
15641,beat happening,music to climb the apple tree by,696092
15642,my morning jacket,it still moves,26204573
15643,thor,triumphant,20721
15644,david bowie,reality,13577603
15645,stars as eyes,loud new shit,0
15647,juelz santana,from me to u,11500165
15648,viktor vaughn,vaudeville villain,19691554
15649,immortal technique,"revolutionary, vol. 2",81922943
15650,rosie thomas,only with laughter can you win,1034635
15653,the bad plus,these are the vistas,4636720
15658,pretty girls make graves,the new romance,2218221
15661,k.c. accidental,captured anthems for an empty bathtub,256963
15662,subarachnoid space,also rising,19033
15663,merzbow,pulse demon,295963
15664,centro-matic,love you just the same,227477
15667,gary lucas,the edge of heaven,13145
15669,the rapture,echoes,21149917
15671,enon,hocus pocus,213978
15677,quasi,hot shit,117777
15678,the decemberists,her majesty the decemberists,8011727
15679,slumber party,3,23189
15680,various artists,total 5,86662
15683,push button objects,ghetto blaster,66830
15685,black rebel motorcycle club,"take them on, on your own",9844422
15686,the lucksmiths,naturaliste,415166
15689,matt suggs,amigo row,5500
15693,lithops,scrypt,0
15694,dosh,dosh,780313
15695,the appleseed cast,two conversations,2442991
15696,elliott,song in the air,211986
15698,anna oxygen,all your faded things,38410
15700,tsurubami,gekkyukekkaichi,0
15701,drive-by truckers,decoration day,12605061
15703,unwed sailor,the marionette and the music box,348318
15704,country teasers,secret weapon revealed at last,107037
15708,jedi mind tricks,visions of gandhi,21598569
15711,broadcast,haha sound,6609651
15712,ambulance ltd,ambulance ltd ep,459888
15714,wildchild,secondary protocol,443666
15715,guster,keep it together,13217872
15717,arne nordheim,dodeka,54519
15718,the neptunes,clones,54268955
15721,guided by voices,earthquake glue,1010788
15722,chris lee,cool rock,6382
15723,gossip,undead in nyc,295284
15725,rob crow,my room is a mess,237570
15727,kings of leon,youth and young manhood,91596183
15728,thick pigeon,too crazy cowboys,44612
15729,tied & tickled trio,observing systems,2890553
15730,the cinematic orchestra,man with a movie camera,12848122
15731,you am i,deliverance,180139
15734,the matthew herbert big band,goodbye swingtime,317472
15736,alasdair roberts,farewell sorrow,92373
15739,damien rice,o,303988474
15740,lowlights,lowlights,0
15741,simply saucer,cyborgs revisited,123852
15743,small brown bike,the river bed,282753
15745,buck 65,square,103552
15746,minibar,fly below the radar,36244
15747,various artists,the american song-poem anthology,114903
15748,brother ali,shadows on the sun,20405283
15751,stars,heart,4524106
15752,tricky,vulnerable,1175950
15753,cobra high,sunset in the eye of the hurricane,0
15754,ween,quebec,14101838
15755,flim,helio,29513
15758,linda perhacs,parallelograms,3471584
15759,frog eyes,the golden river,96149
15761,madlib,shades of blue: madlib invades blue note,25095365
15762,the tyde,twice,167940
15765,can,out of reach,277555
15766,bardo pond,on the ellipse,43136
15768,curse of the golden vampire,mass destruction,24922
15769,kaospilot,kaospilot,56893
15770,the natural history,beat beat heartbeat,47128
15772,the weakerthans,reconstruction site,11217485
15773,the sleepy jackson,lovers,3425723
15774,james brown,in the jungle groove,6842042
15776,fannypack,so stylistic,2467748
15777,central falls,love and easy living,0
15778,the jealous sound,kill them with kindness,2484861
15779,byard lancaster,it's not up to us,38039
15780,mark eitzel,the ugly american,60191
15782,ghost cauldron,invent modest fires,39010
15785,lifesavas,spirit in stone,1429866
15788,comets on fire,comets on fire,349265
15789,starlight mints,built on squares,157977
15790,nicolai dunger,tranquil isolation,265356
15791,jaga jazzist,the stix,640246
15792,elefant,sunlight makes me paranoid,1128532
15794,charlene,charlene,7402650
15797,saloon,if we meet in the future,7094
15803,the innocence mission,befriended,973252
15804,ova looven,58:34,9734
15805,maquiladora,what the day was dreaming,0
15807,dave gahan,paper monsters,1877737
15811,verbena,la musica negra,12621
15812,friends forever,killball,0
15813,tujiko noriko,from tokyo to naiagara,104535
15816,jane's addiction,strays,19150936
15817,guther,i know you know,114786
15818,the magic band,back to the front,39402
15819,the thrills,so much for the city,9570505
15823,dengue fever,dengue fever,2553509
15824,freescha,whats come inside of you,139936
15825,the vanishing,songs for psychotic children,46239
15826,rooney,rooney,9692135
15827,fonica,ripple,14383
15828,caesars,39 minutes of bliss (in an otherwise meaningless world),105819327
15829,orchestral manoeuvres in the dark,orchestral manoeuvres in the dark,27852728
15831,northern state,dying in stereo,34833
15832,swans,children of god,1705479
15833,the red thread,after the last,9981
15834,the dandy warhols,welcome to the monkey house,31301476
15836,pharaoh overlord,ii,15509
15838,summer hymns,clemency,1312
15839,frankie sparo,welcome crummy mystics,19814
15840,pale horse and rider,these are the new good times,0
15844,firewater,the man on the burning tightrope,291251
15845,various artists,new york noise,1209728
15846,clue to kalo,come here when you sleepwalk,47182
15847,bobby birdman,born free forever,22794
15848,gang starr,the ownerz,37946615
15849,v-twin,the blues is a minefield,9543
15850,goldcard,goldcard,15670
15854,the dears,no cities left,2356033
15855,cardia,cardia,0
15856,tindersticks,waiting for the moon,2449244
15859,jim guthrie,a thousand songs,289702
15861,the clientele,the violet hour,947669
15862,nina nastasia,run to ruin,95453
15864,sack und blumm,kind kind,0
15866,terminal 4,when i'm falling,3871
15867,king geedorah,take me to your leader,24139003
15868,the dresden dolls,a is for accident,787024
15869,pernice brothers,yours mine & ours,869153
15870,holly golightly,truly she is none other,4995464
15871,wolf eyes,slicer,19211
15872,eluvium,lambent material,500829
15873,dizzee rascal,boy in da corner,36051977
15874,why?,oaklandazulasylum,1153658
15875,luomo,the present lover,441305
15878,kings of leon,holy roller novocaine,33290381
15883,cass mccombs,a,6983255
15887,clem snide,soft spot,1078888
15889,mono,one step more and you die,809218
15890,paradise island,lines are infinitely fine,1389
15893,kpt.michi.gan,"player, player",0
15895,ed harcourt,from every sphere,791977
15896,earlimart,everyone down here,412357
15897,deftones,deftones,198437636
15899,liz phair,liz phair,17038719
15900,echoboy,giraffe,28176
15903,the locust,plague soundscapes,1407652
15905,caitlin cary,i'm staying out,67497
15906,mayday,i know your troubles been long,0
15907,sightings,absolutes,10628
15909,dead meadow,shivering king and others,766643
15912,clearlake,cedars,94244
15913,glenn branca,the ascension,100190
15915,landing,passages through,23599
15917,the notwist,notwist,9437216
15918,james william hindle,prospect park,113559
15919,gossip,movement,1194213
15920,mogwai,happy songs for happy people,17441182
15921,blues goblins,blues goblins,0
15922,fountains of wayne,welcome interstate managers,186566734
15923,animal collective,here comes the indian,574862
15924,azita,enantiodromia,0
15925,audio bullys,ego war,10388659
15927,melt-banana,cell-scape,972549
15928,various artists,yes new york,16008
15929,lazarus,songs for an unborn sun,1269
15930,momus,oskar tennis champion,23406
15932,quintron,are you ready for an organ solo?,99399
15933,matt elliott,the mess we made,631728
15934,metallica,st. anger,81186557
15936,aceyalone,love & hate,760652
15939,the russian futurists,let's get ready to crumble,353659
15940,xela,for frosty mornings and summer nights,452602
15941,bill hicks,"flying saucer tour, vol. 1",2188711
15945,the von bondies,raw and rare,790484
15946,led zeppelin,how the west was won,24945929
15947,pink anvil,halloween party,0
15948,the robot ate me,they ate themselves,0
15953,oren ambarchi,triste,99442
15955,the figgs,slow charm,0
15956,tape,opera,103140
15957,alpinestars,white noise,1710879
15959,grandaddy,sumday,5725666
15960,dysrhythmia,pretest,34781
15961,black lipstick,converted thieves,18462
15963,aroah,no podemos ser amigos,42656
15964,the caribbean,history's first know-it-all,0
15966,mull historical society,us,168987
15974,xiu xiu,fag patrol,144751
15975,icarus,six soviet misfits,174918
15976,john fahey,old fashioned love,117768
15978,junior senior,d-d-don't don't stop the beat,99166276
15979,dance disaster movement,we are from nowhere,19757
15980,electric six,fire,49353935
15982,lullatone,computer recital,180249
15983,pleasure forever,alter,43555
15984,various artists,nice up the dance,32306
15985,early day miners,jefferson at rest,38235
15986,kathleen edwards,failer,1479638
15987,julie doiron,broken girl,157728
15988,zongamin,zongamin,209323
15989,neil michael hagerty,the howling hex,0
15991,merzbow,"ikebana: merzbow's 'amlux' rebuilt, reused and recycled",60547
15992,gogogo airheart,"gogogo airheart / love my life, hate my friends",0
15993,ex models,zoo psychology,128448
15994,single frame,wetheads come running,53473
15995,lilys,precollection,80444
15996,the party of helicopters,please believe it,86539
15998,eels,shootenanny!,8710135
16002,numbers,death,2159
16003,the long winters,when i pretend to fall,4893573
16004,watchers,to the rooftops,0
16006,pinback,offcell,2309455
16007,the bloodthirsty lovers,bloodthirsty lovers,16808
16009,william basinski,the river,34876
16010,fog,ether teeth,71745
16011,pram,dark island,359274
16013,shub niggurath,shub niggurath,2783
16014,scharpling & wurster,"rock, rot & rule",11643
16016,the decemberists,5 songs ep,2508617
16017,cunninlynguists,southernunderground,8764383
16018,daniel lanois,shine,3370801
16019,joan of arc,in rape fantasy and terror sex we trust,69833
16020,cex,being ridden,37637
16022,nobukazu takemura,songbook,78637
16024,hawksley workman,(last night we were) the delicious wolves,694381
16029,el guapo,fake french,73218
16030,common,electric circus,9233008
16032,phill niblock,touch food,18500
16033,the byrds,the essential byrds,169356483
16036,prince paul,politics of the business,158016
16038,whirlwind heat,do rabbits wonder?,67908
16039,m83,"dead cities, red seas & lost ghosts",5888066
16040,tes,x2,33365
16041,new wet kojak,this is the glamorous,0
16043,the jayhawks,rainy day music,12648080
16044,goldfrapp,black cherry,23045543
16047,styrofoam,i'm what's there to show that something's missing,38492
16049,prefuse 73,one word extinguisher,12164527
16052,youngblood brass band,center:level:roar,3566086
16054,howe gelb,the listener,266251
16055,birddog,songs from willipa bay,0
16056,wire,send,227606
16057,the new pornographers,electric version,5350365
16058,atom and his package,attention! blah blah blah,643418
16059,via tania,under a different sky,0
16060,blur,think tank,23879655
16064,four tet,rounds,9680498
16065,john fahey,red cross,96314
16066,pest,necessary measures,192034
16067,d+,deception pass,1124
16068,stereolab,abc music: the radio 1 sessions,997534
16069,velvet crush,soft sounds,25599
16070,tomahawk,mit gas,1650188
16071,of montreal,"if he is protecting our nation, then who will protect big oil, our children?",670257
16075,the flaming lips,fight test ep,14596911
16077,sahara hotnights,c'mon let's pretend,1534763
16078,grand mal,bad timing,0
16079,damien jurado,where shall you take me,2751982
16082,set fire to flames,telegraphs in negative / mouths trapped in static,1574082
16084,yeah yeah yeahs,fever to tell,119236131
16085,the faint,danse macabre remixes,669739
16086,richard youngs,airs of the ear,4103
16087,portastatic,the summer of the shark,71875
16091,mouse on mars,glam,143411
16092,the essex green,the long goodbye,1400000
16094,meanest man contest,merit,11322
16097,murs,the end of the beginning,418401
16099,autechre,draft 7.30,320853
16101,the black keys,thickfreakness,51413371
16104,saturday looks good to me,all your summer songs,326394
16105,tim hecker,radio amor,870082
16107,ben harper,diamonds on the inside,64621949
16108,buzzcocks,buzzcocks,64655050
16110,placebo,sleeping with ghosts,90370106
16111,barbara morgenstern,nichts muss,113285
16113,black eyes,black eyes,1497884
16114,"bitter, bitter weeks","bitter, bitter weeks",1414
16115,the hidden cameras,the smell of our own,358118
16116,s prcss,mnml,13833
16117,bangs,call and response,26458
16118,red snapper,red snapper,2763800
16119,fruit bats,mouthfuls,18599140
16120,mika vainio,in the land of the blind the one-eyed is king,10681
16121,dwayne sodahberk,don't want to know you,1094
16122,cul de sac,death of the sun,55102
16123,theoretical girls,theoretical girls,144468
16124,pas/cal,the handbag memoirs,44488
16125,super numeri,great aviaries,136083
16126,lab partners,daystar,28204
16129,longwave,the strangest things,1765432
16132,dinky,black cabaret,16729
16133,soledad brothers,live,1545959
16135,the clean,anthology,8832540
16138,cex,"tall, dark and handcuffed",0
16139,yo la tengo,summer sun,8543817
16141,kopernik,kopernik,196533
16142,wolf eyes,dead hills,0
16143,various artists,wanna buy a craprak?,4994007
16144,aarktica,pure tone audiometry,16295
16145,the exploding hearts,guitar romantic,2945554
16146,daniel johnston,fear yourself,500529
16147,dj spooky,dubtometry,73165
16149,elf power,nothing's going to happen,87328
16150,dredg,el cielo,3757291
16151,mf grimm,the downfall of ibliys: a ghetto opera,1415158
16152,the special goodness,land air sea,122488
16155,adult.,anxiety always,63081
16157,cursive,the ugly organ,11526484
16159,bettie serveert,log 22,101607
16162,andre afram asmar,racetothebottom,0
16165,gogol bordello,multi kontra culti vs. irony,5515197
16166,scene creamers,i suck on that emotion,70490
16167,the in out,il dito and other gestures,0
16168,the white stripes,elephant,724104030
16169,cave in,antenna,1977381
16170,the kills,keep on your mean side,15386642
16171,no-neck blues band,intonomancy,0
16172,true love always,clouds,8931
16173,animal collective,campfire songs,774487
16174,spring heel jack,amassed,15623
16175,venetian snares,winter in the belly of a snake,142150
16178,neon hunk,smarmymob,9390
16179,karl blau,clothes your i's,60789
16180,deerhoof,apple o,1218229
16182,burnside project,"the networks, the circuits, the streams, the harmonies",135061
16183,com.a,shot of love,0
16184,june panic,baby's breadth,0
16185,tangiers,hot new spirits,16789
16186,flake music,"when you land here, it's time to return",2915712
16187,m. ward,transfiguration of vincent,25726552
16188,sole,selling live water,587194
16189,califone,quicksand/cradlesnakes,269436
